,Call Id,Agent,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,DateTime
304,ID0305,Joe,Admin Support,1,1,97.0,00:01:47,3.0,2021-01-06 12:05:46
305,ID0306,Dan,Admin Support,1,0,82.0,00:05:40,3.0,2021-01-06 12:05:46
306,ID0307,Becky,Streaming,1,0,102.0,00:05:53,5.0,2021-01-06 12:07:12
307,ID0308,Jim,Admin Support,1,1,120.0,00:00:52,5.0,2021-01-06 12:07:12
308,ID0309,Greg,Streaming,1,1,70.0,00:05:19,3.0,2021-01-06 13:30:43
309,ID0310,Diane,Admin Support,0,0,,,,2021-01-06 13:30:43
310,ID0311,Stewart,Payment related,1,1,122.0,00:02:56,3.0,2021-01-06 13:58:05
311,ID0312,Martha,Streaming,0,0,,,,2021-01-06 13:58:05
312,ID0313,Joe,Payment related,1,1,19.0,00:00:55,1.0,2021-01-06 14:03:50
313,ID0314,Greg,Payment related,1,1,71.0,00:02:37,4.0,2021-01-06 14:03:50
314,ID0315,Joe,Technical Support,1,1,24.0,00:04:59,1.0,2021-01-06 14:13:55
315,ID0316,Martha,Technical Support,1,1,67.0,00:05:36,1.0,2021-01-06 14:13:55
316,ID0317,Martha,Streaming,1,0,57.0,00:04:14,3.0,2021-01-06 14:32:38
317,ID0318,Diane,Streaming,1,1,108.0,00:05:03,4.0,2021-01-06 14:32:38
318,ID0319,Stewart,Payment related,1,1,99.0,00:04:08,4.0,2021-01-06 14:57:07
319,ID0320,Stewart,Payment related,1,1,56.0,00:04:52,1.0,2021-01-06 14:57:07
320,ID0321,Stewart,Payment related,1,1,121.0,00:03:57,3.0,2021-01-06 15:02:53
321,ID0322,Greg,Admin Support,0,0,,,,2021-01-06 15:02:53
322,ID0323,Joe,Contract related,1,1,72.0,00:06:00,1.0,2021-01-06 15:12:58
323,ID0324,Greg,Contract related,1,1,54.0,00:06:15,4.0,2021-01-06 15:12:58
324,ID0325,Martha,Admin Support,1,1,30.0,00:04:36,3.0,2021-01-06 16:17:46
325,ID0326,Jim,Payment related,1,1,44.0,00:01:04,2.0,2021-01-06 16:17:46
326,ID0327,Greg,Payment related,1,0,97.0,00:01:58,4.0,2021-01-06 16:22:05
327,ID0328,Jim,Streaming,1,1,47.0,00:01:49,3.0,2021-01-06 16:22:05
328,ID0329,Dan,Streaming,1,1,53.0,00:01:43,3.0,2021-01-06 16:27:50
329,ID0330,Dan,Contract related,0,0,,,,2021-01-06 16:27:50
330,ID0331,Martha,Payment related,0,0,,,,2021-01-06 16:35:02
331,ID0332,Jim,Streaming,0,0,,,,2021-01-06 16:35:02
332,ID0333,Stewart,Admin Support,1,1,81.0,00:03:45,3.0,2021-01-06 16:39:22
333,ID0334,Diane,Contract related,1,1,11.0,00:00:34,4.0,2021-01-06 16:39:22
334,ID0335,Martha,Payment related,1,1,48.0,00:00:53,5.0,2021-01-06 17:00:58
335,ID0336,Stewart,Contract related,1,1,37.0,00:06:54,5.0,2021-01-06 17:00:58
336,ID0337,Martha,Technical Support,1,1,115.0,00:02:34,4.0,2021-01-06 17:19:41
337,ID0338,Greg,Payment related,1,1,81.0,00:00:53,4.0,2021-01-06 17:19:41
338,ID0339,Becky,Contract related,0,0,,,,2021-01-06 17:21:07
339,ID0340,Jim,Admin Support,1,1,12.0,00:03:12,5.0,2021-01-06 17:21:07
340,ID0341,Stewart,Admin Support,1,1,75.0,00:02:51,3.0,2021-01-06 17:22:34
341,ID0342,Jim,Contract related,1,1,42.0,00:01:17,4.0,2021-01-06 17:22:34
342,ID0343,Greg,Admin Support,1,1,96.0,00:01:45,5.0,2021-01-06 17:24:00
343,ID0344,Stewart,Payment related,1,1,58.0,00:01:51,5.0,2021-01-06 17:24:00
344,ID0345,Dan,Contract related,1,1,62.0,00:05:16,5.0,2021-01-07 09:04:19
345,ID0346,Greg,Payment related,1,1,74.0,00:02:10,5.0,2021-01-07 09:04:19
346,ID0347,Becky,Technical Support,1,1,26.0,00:01:10,3.0,2021-01-07 09:07:12
347,ID0348,Diane,Technical Support,0,0,,,,2021-01-07 09:07:12
348,ID0349,Joe,Technical Support,1,1,40.0,00:05:08,2.0,2021-01-07 09:20:10
349,ID0350,Joe,Streaming,1,1,12.0,00:04:54,3.0,2021-01-07 09:20:10
350,ID0351,Joe,Contract related,1,1,114.0,00:03:41,5.0,2021-01-07 10:14:53
351,ID0352,Becky,Contract related,1,1,85.0,00:03:29,4.0,2021-01-07 10:14:53
352,ID0353,Diane,Admin Support,1,1,52.0,00:01:55,5.0,2021-01-07 10:23:31
353,ID0354,Greg,Streaming,1,1,60.0,00:04:18,3.0,2021-01-07 10:23:31
354,ID0355,Joe,Admin Support,1,1,76.0,00:05:07,4.0,2021-01-07 10:33:36
355,ID0356,Stewart,Contract related,0,0,,,,2021-01-07 10:33:36
356,ID0357,Becky,Streaming,0,0,,,,2021-01-07 10:48:00
357,ID0358,Joe,Streaming,1,1,25.0,00:01:20,5.0,2021-01-07 10:48:00
358,ID0359,Greg,Streaming,1,1,37.0,00:02:32,3.0,2021-01-07 11:36:58
359,ID0360,Dan,Admin Support,1,1,71.0,00:05:41,3.0,2021-01-07 11:36:58
360,ID0361,Jim,Admin Support,1,1,76.0,00:04:37,1.0,2021-01-07 11:42:43
361,ID0362,Stewart,Technical Support,1,1,66.0,00:06:50,3.0,2021-01-07 11:42:43
362,ID0363,Diane,Admin Support,1,1,72.0,00:03:25,3.0,2021-01-07 11:47:02
363,ID0364,Jim,Admin Support,1,1,47.0,00:06:37,5.0,2021-01-07 11:47:02
364,ID0365,Jim,Payment related,0,0,,,,2021-01-07 12:08:38
365,ID0366,Greg,Payment related,1,1,29.0,00:02:51,5.0,2021-01-07 12:08:38
366,ID0367,Dan,Streaming,0,0,,,,2021-01-07 12:36:00
367,ID0368,Becky,Contract related,1,1,122.0,00:01:40,4.0,2021-01-07 12:36:00
368,ID0369,Greg,Technical Support,1,1,52.0,00:04:06,5.0,2021-01-07 12:48:58
369,ID0370,Martha,Admin Support,1,1,33.0,00:04:26,4.0,2021-01-07 12:48:58
370,ID0371,Joe,Payment related,1,1,123.0,00:02:24,3.0,2021-01-07 13:26:24
371,ID0372,Greg,Technical Support,1,1,23.0,00:02:03,4.0,2021-01-07 13:26:24
372,ID0373,Becky,Streaming,0,0,,,,2021-01-07 13:30:43
373,ID0374,Stewart,Admin Support,1,0,29.0,00:03:25,5.0,2021-01-07 13:30:43
374,ID0375,Greg,Contract related,0,0,,,,2021-01-07 13:42:14
375,ID0376,Becky,Streaming,1,1,54.0,00:03:48,5.0,2021-01-07 13:42:14
376,ID0377,Dan,Streaming,1,1,14.0,00:04:43,4.0,2021-01-07 13:45:07
377,ID0378,Dan,Payment related,1,1,11.0,00:04:25,3.0,2021-01-07 13:45:07
378,ID0379,Joe,Payment related,1,1,84.0,00:04:59,1.0,2021-01-07 14:31:12
379,ID0380,Martha,Payment related,1,1,21.0,00:02:51,4.0,2021-01-07 14:31:12
380,ID0381,Martha,Technical Support,1,0,81.0,00:05:10,3.0,2021-01-07 15:53:17
381,ID0382,Dan,Payment related,0,0,,,,2021-01-07 15:53:17
382,ID0383,Diane,Admin Support,0,0,,,,2021-01-07 16:07:41
383,ID0384,Stewart,Technical Support,1,1,84.0,00:06:22,4.0,2021-01-07 16:07:41
384,ID0385,Martha,Streaming,1,1,118.0,00:03:35,2.0,2021-01-07 16:29:17
385,ID0386,Becky,Technical Support,1,1,35.0,00:06:15,2.0,2021-01-07 16:29:17
386,ID0387,Dan,Payment related,1,1,82.0,00:02:13,3.0,2021-01-07 16:40:48
387,ID0388,Jim,Streaming,1,1,119.0,00:03:03,4.0,2021-01-07 16:40:48
388,ID0389,Jim,Contract related,1,1,107.0,00:06:46,2.0,2021-01-07 17:03:50
389,ID0390,Joe,Contract related,1,1,86.0,00:00:42,4.0,2021-01-07 17:03:50
390,ID0391,Diane,Streaming,1,1,76.0,00:01:23,4.0,2021-01-07 17:39:50
391,ID0392,Stewart,Streaming,1,0,78.0,00:03:07,3.0,2021-01-07 17:39:50
392,ID0393,Jim,Admin Support,1,1,118.0,00:00:33,3.0,2021-01-07 17:47:02
393,ID0394,Diane,Technical Support,0,0,,,,2021-01-07 17:47:02
394,ID0395,Joe,Admin Support,1,1,47.0,00:02:02,5.0,2021-01-07 17:48:29
395,ID0396,Diane,Admin Support,1,1,86.0,00:02:58,2.0,2021-01-07 17:48:29
396,ID0397,Greg,Technical Support,1,1,76.0,00:05:52,3.0,2021-01-07 17:55:41
397,ID0398,Jim,Payment related,1,1,32.0,00:03:23,4.0,2021-01-07 17:55:41
398,ID0399,Joe,Admin Support,1,1,98.0,00:03:33,5.0,2021-01-08 09:00:00
399,ID0400,Jim,Technical Support,1,1,86.0,00:00:37,4.0,2021-01-08 09:00:00
400,ID0401,Diane,Technical Support,1,1,37.0,00:01:05,3.0,2021-01-08 09:24:29
401,ID0402,Greg,Admin Support,1,1,15.0,00:04:27,5.0,2021-01-08 09:24:29
402,ID0403,Diane,Contract related,1,1,114.0,00:04:13,5.0,2021-01-08 09:47:31
403,ID0404,Stewart,Payment related,0,0,,,,2021-01-08 09:47:31
404,ID0405,Jim,Technical Support,0,0,,,,2021-01-08 09:59:02
405,ID0406,Martha,Streaming,0,0,,,,2021-01-08 09:59:02
406,ID0407,Martha,Streaming,1,0,23.0,00:02:16,3.0,2021-01-08 10:42:14
407,ID0408,Dan,Payment related,0,0,,,,2021-01-08 10:42:14
408,ID0409,Joe,Admin Support,1,1,69.0,00:05:41,3.0,2021-01-08 10:49:26
409,ID0410,Stewart,Contract related,1,1,15.0,00:06:10,4.0,2021-01-08 10:49:26
410,ID0411,Becky,Technical Support,1,1,119.0,00:05:28,3.0,2021-01-08 10:49:26
411,ID0412,Becky,Streaming,1,1,68.0,00:05:17,1.0,2021-01-08 10:49:26
412,ID0413,Diane,Contract related,1,1,115.0,00:06:10,3.0,2021-01-08 11:00:58
413,ID0414,Joe,Contract related,1,1,84.0,00:01:11,5.0,2021-01-08 11:00:58
414,ID0415,Dan,Contract related,1,0,59.0,00:01:17,4.0,2021-01-08 11:16:48
415,ID0416,Diane,Technical Support,1,0,112.0,00:03:34,4.0,2021-01-08 11:16:48
416,ID0417,Dan,Contract related,0,0,,,,2021-01-08 11:16:48
417,ID0418,Dan,Admin Support,1,1,39.0,00:04:51,3.0,2021-01-08 11:16:48
418,ID0419,Jim,Streaming,1,1,31.0,00:06:35,5.0,2021-01-08 12:12:58
419,ID0420,Dan,Streaming,1,1,112.0,00:03:41,2.0,2021-01-08 12:12:58
420,ID0421,Greg,Streaming,1,1,49.0,00:02:25,4.0,2021-01-08 12:14:24
421,ID0422,Greg,Technical Support,1,1,18.0,00:06:38,3.0,2021-01-08 12:14:24
422,ID0423,Stewart,Technical Support,1,1,80.0,00:02:43,4.0,2021-01-08 12:38:53
423,ID0424,Dan,Admin Support,1,1,57.0,00:02:33,3.0,2021-01-08 12:38:53
424,ID0425,Stewart,Contract related,0,0,,,,2021-01-08 12:48:58
425,ID0426,Diane,Contract related,1,0,87.0,00:06:18,4.0,2021-01-08 12:48:58
426,ID0427,Diane,Payment related,0,0,,,,2021-01-08 13:10:34
427,ID0428,Greg,Streaming,1,1,81.0,00:05:56,3.0,2021-01-08 13:10:34
428,ID0429,Joe,Technical Support,0,0,,,,2021-01-08 13:10:34
429,ID0430,Jim,Streaming,1,1,47.0,00:02:11,5.0,2021-01-08 13:10:34
430,ID0431,Joe,Streaming,1,1,57.0,00:06:15,4.0,2021-01-08 13:17:46
431,ID0432,Becky,Payment related,0,0,,,,2021-01-08 13:17:46
432,ID0433,Joe,Contract related,1,1,104.0,00:03:55,4.0,2021-01-08 13:43:41
433,ID0434,Becky,Admin Support,1,1,16.0,00:05:46,3.0,2021-01-08 13:43:41
434,ID0435,Greg,Streaming,1,1,37.0,00:04:13,4.0,2021-01-08 15:37:26
435,ID0436,Diane,Admin Support,0,0,,,,2021-01-08 15:37:26
436,ID0437,Stewart,Technical Support,1,1,61.0,00:02:06,4.0,2021-01-08 15:43:12
437,ID0438,Stewart,Admin Support,1,0,41.0,00:03:10,4.0,2021-01-08 15:43:12
438,ID0439,Diane,Streaming,1,1,40.0,00:01:21,4.0,2021-01-08 15:53:17
439,ID0440,Diane,Admin Support,1,1,55.0,00:05:21,2.0,2021-01-08 15:53:17
440,ID0441,Greg,Admin Support,1,1,92.0,00:00:53,3.0,2021-01-08 15:54:43
441,ID0442,Dan,Contract related,1,1,118.0,00:01:38,5.0,2021-01-08 15:54:43
442,ID0443,Dan,Streaming,1,1,82.0,00:05:43,3.0,2021-01-08 16:37:55
443,ID0444,Dan,Streaming,1,1,83.0,00:01:20,3.0,2021-01-08 16:37:55
444,ID0445,Jim,Payment related,1,1,78.0,00:05:13,2.0,2021-01-08 18:00:00
445,ID0446,Diane,Payment related,1,0,111.0,00:05:14,5.0,2021-01-08 18:00:00
446,ID0447,Jim,Contract related,1,1,107.0,00:05:22,4.0,2021-01-09 09:07:12
447,ID0448,Martha,Streaming,1,1,108.0,00:04:03,2.0,2021-01-09 09:07:12
448,ID0449,Greg,Payment related,1,1,97.0,00:02:39,5.0,2021-01-09 09:24:29
449,ID0450,Dan,Streaming,1,1,31.0,00:06:20,5.0,2021-01-09 09:24:29
450,ID0451,Martha,Payment related,1,1,20.0,00:01:49,4.0,2021-01-09 09:34:34
451,ID0452,Jim,Admin Support,1,1,110.0,00:06:53,3.0,2021-01-09 09:34:34
452,ID0453,Dan,Technical Support,1,1,86.0,00:05:02,5.0,2021-01-09 10:22:05
453,ID0454,Becky,Streaming,1,1,77.0,00:02:11,4.0,2021-01-09 10:22:05
454,ID0455,Diane,Streaming,1,1,119.0,00:06:47,3.0,2021-01-09 10:29:17
455,ID0456,Martha,Admin Support,0,0,,,,2021-01-09 10:29:17
456,ID0457,Jim,Technical Support,1,1,13.0,00:03:06,3.0,2021-01-09 10:32:10
457,ID0458,Stewart,Payment related,1,1,106.0,00:02:27,5.0,2021-01-09 10:32:10
458,ID0459,Joe,Payment related,1,1,35.0,00:05:25,3.0,2021-01-09 10:58:05
459,ID0460,Martha,Contract related,1,0,46.0,00:05:23,3.0,2021-01-09 10:58:05
460,ID0461,Stewart,Admin Support,1,0,24.0,00:06:15,3.0,2021-01-09 11:05:17
461,ID0462,Stewart,Streaming,1,1,88.0,00:06:33,5.0,2021-01-09 11:05:17
462,ID0463,Joe,Admin Support,1,1,81.0,00:02:42,3.0,2021-01-09 11:11:02
463,ID0464,Jim,Payment related,1,1,96.0,00:04:33,3.0,2021-01-09 11:11:02
464,ID0465,Becky,Admin Support,1,1,46.0,00:06:05,3.0,2021-01-09 11:16:48
465,ID0466,Dan,Contract related,1,1,25.0,00:01:40,4.0,2021-01-09 11:16:48
466,ID0467,Stewart,Admin Support,1,1,81.0,00:02:07,4.0,2021-01-09 11:25:26
467,ID0468,Dan,Payment related,0,0,,,,2021-01-09 11:25:26
468,ID0469,Dan,Technical Support,1,1,97.0,00:06:50,1.0,2021-01-09 11:48:29
469,ID0470,Martha,Technical Support,1,1,116.0,00:03:16,5.0,2021-01-09 11:48:29
470,ID0471,Joe,Payment related,0,0,,,,2021-01-09 11:48:29
471,ID0472,Dan,Admin Support,0,0,,,,2021-01-09 11:48:29
472,ID0473,Becky,Payment related,1,1,87.0,00:05:45,5.0,2021-01-09 11:48:29
473,ID0474,Dan,Technical Support,1,1,43.0,00:00:35,4.0,2021-01-09 11:48:29
474,ID0475,Greg,Contract related,1,1,102.0,00:04:48,3.0,2021-01-09 11:55:41
475,ID0476,Dan,Payment related,1,1,95.0,00:05:49,5.0,2021-01-09 11:55:41
476,ID0477,Dan,Technical Support,1,1,108.0,00:04:45,3.0,2021-01-09 12:31:41
477,ID0478,Dan,Admin Support,1,1,80.0,00:02:11,4.0,2021-01-09 12:31:41
478,ID0479,Diane,Payment related,1,1,61.0,00:00:36,5.0,2021-01-09 12:33:07
479,ID0480,Greg,Contract related,1,1,18.0,00:05:05,5.0,2021-01-09 12:33:07
480,ID0481,Joe,Payment related,0,0,,,,2021-01-09 12:40:19
481,ID0482,Becky,Admin Support,1,0,10.0,00:00:54,4.0,2021-01-09 12:40:19
482,ID0483,Diane,Payment related,1,1,92.0,00:02:25,3.0,2021-01-09 12:50:24
483,ID0484,Jim,Technical Support,0,0,,,,2021-01-09 12:50:24
484,ID0485,Becky,Contract related,1,1,120.0,00:04:28,1.0,2021-01-09 13:03:22
485,ID0486,Dan,Technical Support,1,1,63.0,00:04:59,3.0,2021-01-09 13:03:22
486,ID0487,Becky,Streaming,0,0,,,,2021-01-09 13:39:22
487,ID0488,Joe,Streaming,1,1,101.0,00:05:30,3.0,2021-01-09 13:39:22
488,ID0489,Joe,Payment related,1,1,105.0,00:01:20,1.0,2021-01-09 13:59:31
489,ID0490,Joe,Contract related,1,1,21.0,00:01:38,4.0,2021-01-09 13:59:31
490,ID0491,Joe,Payment related,1,1,34.0,00:05:10,4.0,2021-01-09 14:12:29
491,ID0492,Stewart,Technical Support,1,1,78.0,00:03:25,1.0,2021-01-09 14:12:29
492,ID0493,Diane,Streaming,1,1,44.0,00:02:54,3.0,2021-01-09 14:19:41
493,ID0494,Joe,Admin Support,1,1,98.0,00:01:43,1.0,2021-01-09 14:19:41
494,ID0495,Martha,Payment related,1,1,23.0,00:03:23,1.0,2021-01-09 14:51:22
495,ID0496,Stewart,Admin Support,1,1,28.0,00:06:20,3.0,2021-01-09 14:51:22
496,ID0497,Joe,Technical Support,0,0,,,,2021-01-09 15:43:12
497,ID0498,Martha,Admin Support,1,1,43.0,00:01:03,5.0,2021-01-09 15:43:12
498,ID0499,Stewart,Streaming,0,0,,,,2021-01-09 16:58:05
499,ID0500,Martha,Contract related,0,0,,,,2021-01-09 16:58:05
500,ID0501,Diane,Payment related,1,1,119.0,00:00:50,4.0,2021-01-09 17:05:17
501,ID0502,Dan,Payment related,1,1,32.0,00:02:54,5.0,2021-01-09 17:05:17
502,ID0503,Greg,Streaming,1,0,50.0,00:04:17,3.0,2021-01-09 17:21:07
503,ID0504,Jim,Admin Support,0,0,,,,2021-01-09 17:21:07
504,ID0505,Joe,Payment related,1,1,35.0,00:04:46,4.0,2021-01-09 17:22:34
505,ID0506,Jim,Contract related,1,1,27.0,00:02:43,3.0,2021-01-09 17:22:34
506,ID0507,Stewart,Streaming,1,1,121.0,00:03:20,4.0,2021-01-09 17:24:00
507,ID0508,Becky,Streaming,1,1,42.0,00:06:58,2.0,2021-01-09 17:24:00
508,ID0509,Greg,Technical Support,0,0,,,,2021-01-09 17:28:19
509,ID0510,Dan,Technical Support,0,0,,,,2021-01-09 17:28:19
510,ID0511,Greg,Payment related,1,1,107.0,00:01:05,5.0,2021-01-09 17:32:38
511,ID0512,Martha,Streaming,1,1,116.0,00:03:31,4.0,2021-01-09 17:32:38
512,ID0513,Dan,Technical Support,1,0,60.0,00:02:06,3.0,2021-01-09 17:42:43
513,ID0514,Jim,Payment related,1,1,116.0,00:04:38,4.0,2021-01-09 17:42:43
514,ID0515,Stewart,Payment related,1,1,19.0,00:06:11,5.0,2021-01-10 09:00:00
515,ID0516,Martha,Contract related,1,1,75.0,00:05:50,3.0,2021-01-10 09:00:00
516,ID0517,Becky,Admin Support,1,1,23.0,00:00:48,3.0,2021-01-10 09:08:38
517,ID0518,Diane,Technical Support,1,1,69.0,00:03:53,3.0,2021-01-10 09:08:38
518,ID0519,Jim,Streaming,1,1,64.0,00:04:23,5.0,2021-01-10 10:06:14
519,ID0520,Martha,Streaming,1,1,117.0,00:03:23,3.0,2021-01-10 10:06:14
520,ID0521,Jim,Streaming,1,1,12.0,00:06:34,4.0,2021-01-10 10:35:02
521,ID0522,Diane,Admin Support,1,1,102.0,00:02:38,4.0,2021-01-10 10:35:02
522,ID0523,Dan,Technical Support,1,1,46.0,00:06:32,4.0,2021-01-10 11:11:02
523,ID0524,Martha,Streaming,1,0,47.0,00:01:27,4.0,2021-01-10 11:11:02
524,ID0525,Dan,Streaming,1,1,98.0,00:02:23,4.0,2021-01-10 11:18:14
525,ID0526,Jim,Contract related,1,1,84.0,00:04:17,4.0,2021-01-10 11:18:14
526,ID0527,Greg,Streaming,1,1,12.0,00:02:13,3.0,2021-01-10 11:29:46
527,ID0528,Greg,Payment related,1,1,88.0,00:03:26,4.0,2021-01-10 11:29:46
528,ID0529,Stewart,Contract related,1,1,97.0,00:05:53,1.0,2021-01-10 11:31:12
529,ID0530,Joe,Admin Support,1,1,51.0,00:05:56,3.0,2021-01-10 11:31:12
530,ID0531,Becky,Admin Support,0,0,,,,2021-01-10 11:47:02
531,ID0532,Dan,Streaming,1,1,106.0,00:02:37,4.0,2021-01-10 11:47:02
532,ID0533,Diane,Admin Support,1,1,34.0,00:03:52,4.0,2021-01-10 12:27:22
533,ID0534,Stewart,Streaming,0,0,,,,2021-01-10 12:27:22
534,ID0535,Dan,Technical Support,1,1,51.0,00:05:33,3.0,2021-01-10 12:33:07
535,ID0536,Greg,Technical Support,1,1,74.0,00:04:54,4.0,2021-01-10 12:33:07
536,ID0537,Greg,Contract related,1,1,29.0,00:01:16,3.0,2021-01-10 12:56:10
537,ID0538,Martha,Admin Support,1,1,123.0,00:06:15,3.0,2021-01-10 12:56:10
538,ID0539,Becky,Contract related,1,1,100.0,00:00:41,4.0,2021-01-10 13:13:26
539,ID0540,Dan,Streaming,1,1,43.0,00:06:53,3.0,2021-01-10 13:13:26
540,ID0541,Becky,Technical Support,1,1,24.0,00:04:29,4.0,2021-01-10 13:48:00
541,ID0542,Jim,Streaming,1,1,78.0,00:06:14,4.0,2021-01-10 13:48:00
542,ID0543,Joe,Payment related,1,1,28.0,00:06:07,5.0,2021-01-10 13:52:19
543,ID0544,Joe,Admin Support,1,1,36.0,00:01:28,3.0,2021-01-10 13:52:19
544,ID0545,Joe,Payment related,0,0,,,,2021-01-10 14:09:36
545,ID0546,Jim,Payment related,1,1,10.0,00:04:32,2.0,2021-01-10 14:09:36
546,ID0547,Dan,Streaming,1,1,43.0,00:06:42,3.0,2021-01-10 14:16:48
547,ID0548,Stewart,Technical Support,1,1,19.0,00:00:38,3.0,2021-01-10 14:16:48
548,ID0549,Diane,Admin Support,1,1,74.0,00:06:34,3.0,2021-01-10 14:25:26
549,ID0550,Jim,Streaming,1,1,71.0,00:04:05,1.0,2021-01-10 14:25:26
550,ID0551,Joe,Admin Support,1,1,117.0,00:06:16,5.0,2021-01-10 14:32:38
551,ID0552,Joe,Contract related,1,1,61.0,00:05:01,3.0,2021-01-10 14:32:38
552,ID0553,Joe,Contract related,1,1,118.0,00:03:20,3.0,2021-01-10 14:58:34
553,ID0554,Martha,Admin Support,1,1,87.0,00:04:18,4.0,2021-01-10 14:58:34
554,ID0555,Diane,Payment related,1,1,48.0,00:01:06,4.0,2021-01-10 15:56:10
555,ID0556,Joe,Contract related,1,1,112.0,00:02:14,1.0,2021-01-10 15:56:10
556,ID0557,Stewart,Contract related,1,1,99.0,00:02:44,5.0,2021-01-10 16:00:29
557,ID0558,Becky,Technical Support,1,1,103.0,00:02:56,4.0,2021-01-10 16:00:29
558,ID0559,Joe,Payment related,1,1,102.0,00:00:38,5.0,2021-01-10 16:37:55
559,ID0560,Joe,Payment related,1,1,74.0,00:06:56,5.0,2021-01-10 16:37:55
560,ID0561,Greg,Payment related,1,1,28.0,00:01:29,1.0,2021-01-10 16:37:55
561,ID0562,Joe,Contract related,1,1,64.0,00:02:33,4.0,2021-01-10 16:37:55
562,ID0563,Diane,Contract related,0,0,,,,2021-01-10 16:42:14
563,ID0564,Becky,Payment related,1,1,81.0,00:06:36,4.0,2021-01-10 16:42:14
564,ID0565,Becky,Streaming,1,1,121.0,00:01:04,3.0,2021-01-10 16:58:05
565,ID0566,Joe,Technical Support,1,1,117.0,00:02:51,4.0,2021-01-10 16:58:05
566,ID0567,Diane,Payment related,1,1,55.0,00:04:14,4.0,2021-01-10 17:24:00
567,ID0568,Stewart,Technical Support,0,0,,,,2021-01-10 17:24:00
568,ID0569,Becky,Streaming,1,1,79.0,00:02:30,3.0,2021-01-10 17:25:26
569,ID0570,Martha,Technical Support,1,1,120.0,00:02:09,1.0,2021-01-10 17:25:26
570,ID0571,Stewart,Contract related,1,1,50.0,00:02:41,2.0,2021-01-10 17:31:12
571,ID0572,Martha,Admin Support,1,0,15.0,00:03:03,1.0,2021-01-10 17:31:12
572,ID0573,Dan,Streaming,1,1,10.0,00:04:58,3.0,2021-01-10 17:35:31
573,ID0574,Greg,Technical Support,1,1,110.0,00:04:14,3.0,2021-01-10 17:35:31
574,ID0575,Greg,Payment related,1,1,69.0,00:00:47,3.0,2021-01-10 17:39:50
575,ID0576,Jim,Contract related,1,0,122.0,00:02:48,1.0,2021-01-10 17:39:50
576,ID0577,Diane,Contract related,1,1,47.0,00:00:58,3.0,2021-01-10 17:48:29
577,ID0578,Greg,Technical Support,1,0,124.0,00:06:46,5.0,2021-01-10 17:48:29
578,ID0579,Martha,Streaming,1,1,92.0,00:02:01,3.0,2021-01-11 09:30:14
579,ID0580,Becky,Payment related,1,1,110.0,00:05:32,2.0,2021-01-11 09:30:14
580,ID0581,Stewart,Streaming,1,1,84.0,00:02:25,4.0,2021-01-11 09:37:26
581,ID0582,Stewart,Admin Support,0,0,,,,2021-01-11 09:37:26
582,ID0583,Diane,Admin Support,1,1,81.0,00:04:21,5.0,2021-01-11 09:38:53
583,ID0584,Greg,Payment related,1,1,116.0,00:02:09,4.0,2021-01-11 09:38:53
584,ID0585,Diane,Payment related,0,0,,,,2021-01-11 09:38:53
585,ID0586,Joe,Streaming,1,1,63.0,00:04:09,3.0,2021-01-11 09:38:53
586,ID0587,Dan,Streaming,0,0,,,,2021-01-11 09:48:58
587,ID0588,Joe,Streaming,1,1,30.0,00:04:31,3.0,2021-01-11 09:48:58
588,ID0589,Diane,Admin Support,1,1,22.0,00:05:42,3.0,2021-01-11 10:04:48
589,ID0590,Stewart,Technical Support,1,1,31.0,00:05:20,3.0,2021-01-11 10:04:48
590,ID0591,Diane,Payment related,1,1,47.0,00:02:32,3.0,2021-01-11 10:13:26
591,ID0592,Dan,Technical Support,1,1,88.0,00:04:34,3.0,2021-01-11 10:13:26
592,ID0593,Martha,Streaming,1,1,106.0,00:03:39,4.0,2021-01-11 10:20:38
593,ID0594,Diane,Payment related,1,1,70.0,00:01:27,5.0,2021-01-11 10:20:38
594,ID0595,Martha,Payment related,1,1,77.0,00:05:37,3.0,2021-01-11 10:26:24
595,ID0596,Joe,Streaming,1,1,82.0,00:06:41,3.0,2021-01-11 10:26:24
596,ID0597,Greg,Contract related,1,1,84.0,00:04:45,3.0,2021-01-11 10:32:10
597,ID0598,Martha,Technical Support,1,1,50.0,00:06:06,4.0,2021-01-11 10:32:10
598,ID0599,Martha,Admin Support,0,0,,,,2021-01-11 11:05:17
599,ID0600,Becky,Contract related,1,1,73.0,00:00:45,3.0,2021-01-11 11:05:17
600,ID0601,Greg,Contract related,1,1,79.0,00:05:24,3.0,2021-01-11 11:28:19
601,ID0602,Dan,Contract related,1,1,124.0,00:03:58,5.0,2021-01-11 11:28:19
602,ID0603,Stewart,Admin Support,0,0,,,,2021-01-11 11:29:46
603,ID0604,Becky,Technical Support,1,0,75.0,00:03:33,4.0,2021-01-11 11:29:46
604,ID0605,Becky,Technical Support,1,1,34.0,00:04:31,3.0,2021-01-11 11:36:58
605,ID0606,Stewart,Payment related,0,0,,,,2021-01-11 11:36:58
606,ID0607,Stewart,Streaming,1,1,116.0,00:03:56,3.0,2021-01-11 11:47:02
607,ID0608,Dan,Payment related,1,1,20.0,00:00:33,3.0,2021-01-11 11:47:02
608,ID0609,Jim,Streaming,1,1,105.0,00:06:38,1.0,2021-01-11 12:10:05
